Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
LAX,-79.20396241,-13.41357102,26.66345463,LAX-6_LAX-12,ACT_GIN_HAM_ICE_NAN_ART_ASH_BED_BUG_COY_MAD,ACT-LAX_GIN-LAX_HAM-LAX_ICE-LAX_LAX-NAN_ART-LAX_ASH-LAX_BED-LAX_BUG-LAX_COY-LAX_LAX-MAD,ART-LAX-12_ASH-LAX-12_BED-LAX-12_BUG-LAX-12_COY-LAX-12_LAX-MAD-12_ACT-LAX-6_GIN-LAX-6_HAM-LAX-6_ICE-LAX-6_LAX-NAN-6,ART-12_ASH-12_BED-12_BUG-12_COY-12_MAD-12_ACT-6_GIN-6_HAM-6_ICE-6_NAN-6,0,inner,left
MAD,-97.55815141,-29.18252802,13.65649863,MAD-12,ART_BED_COY_LAX_CHI_ICE,ART-MAD_BED-MAD_COY-MAD_LAX-MAD_CHI-MAD_ICE-MAD,ART-MAD-12_BED-MAD-12_COY-MAD-12_LAX-MAD-12_CHI-MAD-9_ICE-MAD-6,ART-12_BED-12_COY-12_LAX-12_CHI-9_ICE-6,0,outer,left
BOX,-102.3783024,45.64410998,-89.24967437,BOX-4,HUG_GYM_VAN_LID_EGO,BOX-HUG_BOX-GYM_BOX-VAN_BOX-LID_BOX-EGO,BOX-HUG-4_BOX-GYM-4_BOX-VAN-4_BOX-LID-4_BOX-EGO-4,HUG-4_GYM-4_VAN-4_LID-3_EGO-3,1,outer,left
AGO,-77.59085641,99.85877998,-32.02837637,AGO-3,ALA_MIX_OAR_TAX_MOM_FLY_OIL_GUT,AGO-ALA_AGO-MIX_AGO-OAR_AGO-TAX_AGO-MOM_AGO-FLY_AGO-OIL_AGO-GUT,AGO-ALA-3_AGO-MIX-3_AGO-OAR-3_AGO-TAX-3_AGO-MOM-3_AGO-FLY-3_AGO-OIL-3_AGO-GUT-3,ALA-3_MIX-3_OAR-3_TAX-3_MOM-3_FLY-3_OIL-3_GUT-3,0,inner,left
YES,54.23545259,26.39750798,41.98318563,YES-7,ACE_AHI_EON_ERA_FIX_IRE_MAC_NIL_POP_WET_GIG,ACE-YES_AHI-YES_EON-YES_ERA-YES_FIX-YES_IRE-YES_MAC-YES_NIL-YES_POP-YES_WET-YES_GIG-YES,ACE-YES-7_AHI-YES-7_EON-YES-7_ERA-YES-7_FIX-YES-7_IRE-YES-7_MAC-YES-7_NIL-YES-7_POP-YES-7_WET-YES-7_GIG-YES-14,ACE-7_AHI-7_EON-7_ERA-7_FIX-7_IRE-7_MAC-7_NIL-7_POP-7_WET-7_GIG-14,0,inner,right
LAW,10.22523459,-26.85873602,65.73183363,LAW-14,ERA_EVE_FOG_GIG_IRE_RIB_LIE_TAU_OLD_SOY,ERA-LAW_EVE-LAW_FOG-LAW_GIG-LAW_IRE-LAW_LAW-RIB_LAW-LIE_LAW-TAU_LAW-OLD_LAW-SOY,ERA-LAW-14_EVE-LAW-14_FOG-LAW-14_GIG-LAW-14_IRE-LAW-14_LAW-RIB-14_LAW-LIE-14_LAW-TAU-14_LAW-OLD-14_LAW-SOY-14,ERA-14_EVE-14_FOG-14_GIG-14_IRE-14_RIB-14_LIE-14_TAU-14_OLD-14_SOY-6,0,inner,right
ZAP,-18.45769141,-88.78774802,49.77636063,ZAP-13,GOO_HOT_LAB_LIE_OLD_PIG_PRO_TAU_YAK_BUG,GOO-ZAP_HOT-ZAP_LAB-ZAP_LIE-ZAP_OLD-ZAP_PIG-ZAP_PRO-ZAP_TAU-ZAP_YAK-ZAP_BUG-ZAP,GOO-ZAP-13_HOT-ZAP-13_LAB-ZAP-13_LIE-ZAP-13_OLD-ZAP-13_PIG-ZAP-13_PRO-ZAP-13_TAU-ZAP-13_YAK-ZAP-13_BUG-ZAP-12,GOO-13_HOT-13_LAB-13_LIE-13_OLD-13_PIG-13_PRO-13_TAU-13_YAK-13_BUG-12,0,inner,left
FLY,-82.18924841,94.36766498,1.048107628,FLY-3_FLY-5,AGO_ALA_OIL_OAR_TAX_DRY_VOW_WIZ,AGO-FLY_ALA-FLY_FLY-OIL_FLY-OAR_FLY-TAX_DRY-FLY_FLY-VOW_FLY-WIZ,AGO-FLY-3_ALA-FLY-3_FLY-OAR-3_FLY-TAX-3_FLY-OIL-5_DRY-FLY-5_FLY-VOW-5_FLY-WIZ-5,AGO-3_ALA-3_OAR-3_TAX-3_OIL-5_DRY-5_VOW-5_WIZ-4,0,outer,left
AHI,39.02183059,34.45504998,64.71688063,AHI-7,NIL_YES_ERA_IRE_EON_JUG,AHI-NIL_AHI-YES_AHI-ERA_AHI-IRE_AHI-EON_AHI-JUG,AHI-NIL-7_AHI-YES-7_AHI-ERA-7_AHI-IRE-7_AHI-EON-7_AHI-JUG-7,NIL-7_YES-7_ERA-7_IRE-7_EON-7_JUG-6,0,outer,right
LUG,87.02662859,-36.21138802,-5.755776372,LUG-11_LUG-8,ETA_JAR_KEG_PAY_TAR_TUX_WHY_COW_FIX_GAS_ODD_IVY,ETA-LUG_JAR-LUG_KEG-LUG_LUG-PAY_LUG-TAR_LUG-TUX_LUG-WHY_COW-LUG_FIX-LUG_GAS-LUG_LUG-ODD_IVY-LUG,KEG-LUG-11_LUG-TAR-11_COW-LUG-11_FIX-LUG-11_GAS-LUG-11_LUG-ODD-11_ETA-LUG-8_JAR-LUG-8_LUG-PAY-8_LUG-TUX-8_LUG-WHY-8_IVY-LUG-7,KEG-11_TAR-11_COW-11_FIX-11_GAS-11_ODD-11_ETA-8_JAR-8_PAY-8_TUX-8_WHY-8_IVY-7,0,inner,right
FLU,-106.7256264,-7.093324017,-80.89485437,FLU-4,BAR_CUP_HUG_VAN_SIR,BAR-FLU_CUP-FLU_FLU-HUG_FLU-VAN_FLU-SIR,BAR-FLU-4_CUP-FLU-4_FLU-HUG-4_FLU-VAN-4_FLU-SIR-4,BAR-4_CUP-4_HUG-4_VAN-4_SIR-9,1,outer,left
GUN,80.21752159,86.71068098,-50.51652737,GUN-1_GUN-2,FRO_JOY_RAW_WHO_NOM_SPY_ASK_DIG_DUI_OFF_TAG_TUB,FRO-GUN_GUN-JOY_GUN-RAW_GUN-WHO_GUN-NOM_GUN-SPY_ASK-GUN_DIG-GUN_DUI-GUN_GUN-OFF_GUN-TAG_GUN-TUB,FRO-GUN-1_GUN-JOY-1_GUN-RAW-1_GUN-WHO-1_GUN-NOM-1_GUN-SPY-1_ASK-GUN-2_DIG-GUN-2_DUI-GUN-2_GUN-OFF-2_GUN-TAG-2_GUN-TUB-2,FRO-1_JOY-1_RAW-1_WHO-1_NOM-1_SPY-1_ASK-2_DIG-2_DUI-2_OFF-2_TAG-2_TUB-2,0,inner,right
BED,-94.74560041,-9.822877017,-9.187424372,BED-12_BED-9_BED-4,ICE_DOG_SAY_GIN_PAW_CUP_DAY_AGE_COY_CHI_MAD_LAX,BED-ICE_BED-DOG_BED-SAY_BED-GIN_BED-PAW_BED-CUP_BED-DAY_AGE-BED_BED-COY_BED-CHI_BED-MAD_BED-LAX,BED-COY-12_BED-MAD-12_BED-LAX-12_BED-ICE-4_BED-DOG-4_BED-SAY-4_BED-GIN-4_BED-PAW-4_BED-CUP-4_BED-DAY-4_AGE-BED-9_BED-CHI-9,COY-12_MAD-12_LAX-12_ICE-4_DOG-4_SAY-4_GIN-4_PAW-4_CUP-4_DAY-4_AGE-9_CHI-9,0,inner,left
GUT,-58.81736041,125.501099,-49.45211537,GUT-3,AGO_ALA_INK_MAY_HEX_WAX_MIX_RUM_SIP_OIL_MOM,AGO-GUT_ALA-GUT_GUT-INK_GUT-MAY_GUT-HEX_GUT-WAX_GUT-MIX_GUT-RUM_GUT-SIP_GUT-OIL_GUT-MOM,AGO-GUT-3_ALA-GUT-3_GUT-INK-3_GUT-MAY-3_GUT-HEX-3_GUT-WAX-3_GUT-MIX-3_GUT-RUM-3_GUT-SIP-3_GUT-OIL-3_GUT-MOM-3,AGO-3_ALA-3_INK-3_MAY-3_HEX-3_WAX-3_MIX-3_RUM-3_SIP-3_OIL-3_MOM-3,0,inner,left
FUN,-41.77578841,81.21320698,46.46754063,FUN-5,DRY_NAY_PLY_REF_VOW_FAN,DRY-FUN_FUN-NAY_FUN-PLY_FUN-REF_FUN-VOW_FAN-FUN,DRY-FUN-5_FUN-NAY-5_FUN-PLY-5_FUN-REF-5_FUN-VOW-5_FAN-FUN-6,DRY-5_NAY-5_PLY-5_REF-5_VOW-5_FAN-6,0,outer,left
HUG,-93.46122141,17.77017398,-89.94626137,HUG-4,BOX_CUP_FLU_GYM_VAN_SIR_LID,BOX-HUG_CUP-HUG_FLU-HUG_GYM-HUG_HUG-VAN_HUG-SIR_HUG-LID,BOX-HUG-4_CUP-HUG-4_FLU-HUG-4_GYM-HUG-4_HUG-VAN-4_HUG-SIR-4_HUG-LID-4,BOX-4_CUP-4_FLU-4_GYM-4_VAN-4_SIR-9_LID-3,1,inner,left
SIR,-85.17058541,-36.93601502,-81.99597937,SIR-9,AGE_BAR_ELK_ONO_TAT_CUP_FLU_HUG,AGE-SIR_BAR-SIR_ELK-SIR_ONO-SIR_SIR-TAT_CUP-SIR_FLU-SIR_HUG-SIR,AGE-SIR-9_BAR-SIR-9_ELK-SIR-9_ONO-SIR-9_SIR-TAT-9_CUP-SIR-4_FLU-SIR-4_HUG-SIR-4,AGE-9_BAR-9_ELK-9_ONO-9_TAT-9_CUP-4_FLU-4_HUG-4,1,inner,left
JUG,-5.433488406,37.92189098,71.05300363,JUG-5_JUG-6,JOB_PLY_NIL_ERA_RIB_SOY_MOP_AHI,JOB-JUG_JUG-PLY_JUG-NIL_ERA-JUG_JUG-RIB_JUG-SOY_JUG-MOP_AHI-JUG,JOB-JUG-5_JUG-NIL-5_JUG-PLY-6_ERA-JUG-6_JUG-RIB-6_JUG-SOY-6_JUG-MOP-6_AHI-JUG-7,JOB-5_NIL-5_PLY-6_ERA-6_RIB-6_SOY-6_MOP-6_AHI-7,0,outer,mid
GET,-11.22186041,-141.007733,-35.38363137,GET-10,CAB_COP_DAD_FOR_OAK_HIP_RUG_WOW_NEW,CAB-GET_COP-GET_DAD-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-WOW_GET-NEW,CAB-GET-10_COP-GET-10_DAD-GET-10_FOR-GET-10_GET-OAK-10_GET-HIP-10_GET-RUG-10_GET-WOW-10_GET-NEW-10,CAB-10_COP-10_DAD-10_FOR-10_OAK-10_HIP-10_RUG-10_WOW-10_NEW-10,1,inner,left
ROB,41.82992959,-142.516761,-24.93582837,ROB-10,AMP_CAB_DAD_GEL_OAK_SEX,AMP-ROB_CAB-ROB_DAD-ROB_GEL-ROB_OAK-ROB_ROB-SEX,AMP-ROB-10_CAB-ROB-10_DAD-ROB-10_GEL-ROB-10_OAK-ROB-10_ROB-SEX-10,AMP-10_CAB-10_DAD-10_GEL-10_OAK-10_SEX-10,0,outer,right
MAC,68.15962259,1.329739983,49.85057663,MAC-11_MAC-7,FIX_IRE_POP_YES_AIR_GIG,FIX-MAC_IRE-MAC_MAC-POP_MAC-YES_AIR-MAC_GIG-MAC,FIX-MAC-11_AIR-MAC-11_GIG-MAC-11_IRE-MAC-7_MAC-POP-7_MAC-YES-7,FIX-11_AIR-11_GIG-11_IRE-7_POP-7_YES-7,0,outer,right
AMP,51.99566359,-118.984127,-45.29832237,AMP-8_AMP-10,SEX_YAY_SAW_ROB_CAB,AMP-SEX_AMP-YAY_AMP-SAW_AMP-ROB_AMP-CAB,AMP-SEX-10_AMP-ROB-10_AMP-CAB-10_AMP-YAY-8_AMP-SAW-8,SEX-10_ROB-10_CAB-10_YAY-8_SAW-8,1,outer,right
BUG,-59.09933341,-64.50047202,38.98281863,BUG-12,ACT_ART_ASH_YAK_LAB_LAM_NOR_LAX_COY_GOO_FIG_TAU_ZAP,ACT-BUG_ART-BUG_ASH-BUG_BUG-YAK_BUG-LAB_BUG-LAM_BUG-NOR_BUG-LAX_BUG-COY_BUG-GOO_BUG-FIG_BUG-TAU_BUG-ZAP,ACT-BUG-12_ART-BUG-12_ASH-BUG-12_BUG-YAK-12_BUG-LAB-12_BUG-LAM-12_BUG-NOR-12_BUG-LAX-12_BUG-COY-12_BUG-GOO-12_BUG-FIG-12_BUG-TAU-12_BUG-ZAP-12,ACT-12_ART-12_ASH-12_YAK-12_LAB-12_LAM-12_NOR-12_LAX-12_COY-12_GOO-12_FIG-12_TAU-6_ZAP-13,0,inner,left
GEL,53.08506359,-136.052756,7.895627628,GEL-10,DAD_EAR_SEX_ROB_MOO_PHI,DAD-GEL_EAR-GEL_GEL-SEX_GEL-ROB_GEL-MOO_GEL-PHI,DAD-GEL-10_EAR-GEL-10_GEL-SEX-10_GEL-ROB-10_GEL-MOO-10_GEL-PHI-10,DAD-10_EAR-10_SEX-10_ROB-10_MOO-10_PHI-8,0,outer,right
FOR,-1.859306406,-159.398511,-11.69254437,FOR-10,DAD_EGG_OAK_GET_RUG_HIP,DAD-FOR_EGG-FOR_FOR-OAK_FOR-GET_FOR-RUG_FOR-HIP,DAD-FOR-10_EGG-FOR-10_FOR-OAK-10_FOR-GET-10_FOR-RUG-10_FOR-HIP-10,DAD-10_EGG-10_OAK-10_GET-10_RUG-10_HIP-10,0,outer,mid
TAU,-21.30092041,-46.13249602,61.36783063,TAU-14_TAU-13_TAU-6,ACT_FOG_SOY_TRY_LAB_LIE_OLD_ZAP_LAW_BUG_LAM,ACT-TAU_FOG-TAU_SOY-TAU_TAU-TRY_LAB-TAU_LIE-TAU_OLD-TAU_TAU-ZAP_LAW-TAU_BUG-TAU_LAM-TAU,LAB-TAU-13_TAU-ZAP-13_FOG-TAU-14_LIE-TAU-14_OLD-TAU-14_LAW-TAU-14_ACT-TAU-6_SOY-TAU-6_TAU-TRY-6_BUG-TAU-12_LAM-TAU-12,LAB-13_ZAP-13_FOG-14_LIE-14_OLD-14_LAW-14_ACT-6_SOY-6_TRY-6_BUG-12_LAM-12,0,inner,left
SHY,-28.92061941,125.976734,7.891281628,SHY-5,BOA_DRY_HOW_OIL_REF_RUM_INK,BOA-SHY_DRY-SHY_HOW-SHY_OIL-SHY_REF-SHY_RUM-SHY_INK-SHY,BOA-SHY-5_DRY-SHY-5_HOW-SHY-5_OIL-SHY-5_REF-SHY-5_RUM-SHY-5_INK-SHY-3,BOA-5_DRY-5_HOW-5_OIL-5_REF-5_RUM-5_INK-3,0,outer,left
WOW,-56.48277041,-131.871081,-17.25148337,WOW-10_WOW-9,COP_ELK_KEY_NOR_USE_WIG_GET_GOO_HIP_NEW_RUG_SAD,COP-WOW_ELK-WOW_KEY-WOW_NOR-WOW_USE-WOW_WIG-WOW_GET-WOW_GOO-WOW_HIP-WOW_NEW-WOW_RUG-WOW_SAD-WOW,COP-WOW-10_GET-WOW-10_GOO-WOW-10_HIP-WOW-10_NEW-WOW-10_RUG-WOW-10_SAD-WOW-10_ELK-WOW-9_KEY-WOW-9_NOR-WOW-9_USE-WOW-9_WIG-WOW-9,COP-10_GET-10_GOO-10_HIP-10_NEW-10_RUG-10_SAD-10_ELK-9_KEY-9_NOR-9_USE-9_WIG-9,0,inner,left
FOX,113.4612856,14.11545098,-39.83334437,FOX-2,BOY_ETA_SKY_IVY_TUX_TAG,BOY-FOX_ETA-FOX_FOX-SKY_FOX-IVY_FOX-TUX_FOX-TAG,BOY-FOX-2_ETA-FOX-2_FOX-SKY-2_FOX-IVY-2_FOX-TUX-2_FOX-TAG-2,BOY-2_ETA-2_SKY-2_IVY-2_TUX-2_TAG-2,0,outer,right
ZOO,53.59552959,-79.92789602,45.84201263,ZOO-11,COW_EAR_FAX_JAM_LIE_WAS,COW-ZOO_EAR-ZOO_FAX-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO,COW-ZOO-11_EAR-ZOO-11_FAX-ZOO-11_JAM-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,COW-11_EAR-11_FAX-11_JAM-11_LIE-11_WAS-11,0,outer,right
TRY,-39.11595341,-19.65037802,71.77933563,TRY-6,ACT_DUH_FOG_SOY_TAU_LAM,ACT-TRY_DUH-TRY_FOG-TRY_SOY-TRY_TAU-TRY_LAM-TRY,ACT-TRY-6_DUH-TRY-6_FOG-TRY-6_SOY-TRY-6_TAU-TRY-6_LAM-TRY-12,ACT-6_DUH-6_FOG-6_SOY-6_TAU-6_LAM-12,0,outer,left
FOG,-11.92286041,-24.93838202,78.58385063,FOG-6_FOG-14,TAU_TRY_RIB_SOY_LAW_OLD,FOG-TAU_FOG-TRY_FOG-RIB_FOG-SOY_FOG-LAW_FOG-OLD,FOG-TAU-14_FOG-RIB-14_FOG-LAW-14_FOG-OLD-14_FOG-TRY-6_FOG-SOY-6,TAU-14_RIB-14_LAW-14_OLD-14_TRY-6_SOY-6,0,outer,left
NOM,76.18738459,86.59016998,-4.606762372,NOM-7_NOM-1_NOM-2,ARM_BIO_ELF_GUN_JOY_WET_SPY_DIG_DUI_HIT_ACE_BRO,ARM-NOM_BIO-NOM_ELF-NOM_GUN-NOM_JOY-NOM_NOM-WET_NOM-SPY_DIG-NOM_DUI-NOM_HIT-NOM_ACE-NOM_BRO-NOM,ARM-NOM-1_BIO-NOM-1_ELF-NOM-1_GUN-NOM-1_JOY-NOM-1_NOM-SPY-1_DIG-NOM-2_DUI-NOM-2_NOM-WET-7_HIT-NOM-7_ACE-NOM-7_BRO-NOM-7,ARM-1_BIO-1_ELF-1_GUN-1_JOY-1_SPY-1_DIG-2_DUI-2_WET-7_HIT-7_ACE-7_BRO-7,0,inner,right
MOP,-41.14815841,32.03279498,63.86493863,MOP-6,DUH_FAN_JUG_SOY_NAN_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-SOY_MOP-NAN_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-SOY-6_MOP-NAN-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_SOY-6_NAN-6_PLY-6,0,outer,left
WIZ,-94.22729741,61.19367898,16.15277063,WIZ-4,GIN_SAY_TAX_FLY_VOW_ZZZ,GIN-WIZ_SAY-WIZ_TAX-WIZ_FLY-WIZ_VOW-WIZ_WIZ-ZZZ,GIN-WIZ-4_SAY-WIZ-4_TAX-WIZ-4_FLY-WIZ-5_VOW-WIZ-6_WIZ-ZZZ-4,GIN-4_SAY-4_TAX-4_FLY-5_VOW-6_ZZZ-6,0,outer,left
VOW,-65.23407541,67.63065498,28.89226863,VOW-6_VOW-5,DRY_FLY_FUN_OIL_PLY_REF_FAN_GIN_NAN_ZZZ_TAX_WIZ,DRY-VOW_FLY-VOW_FUN-VOW_OIL-VOW_PLY-VOW_REF-VOW_FAN-VOW_GIN-VOW_NAN-VOW_VOW-ZZZ_TAX-VOW_VOW-WIZ,DRY-VOW-5_FLY-VOW-5_FUN-VOW-5_OIL-VOW-5_REF-VOW-5_PLY-VOW-6_FAN-VOW-6_GIN-VOW-6_NAN-VOW-6_VOW-ZZZ-6_TAX-VOW-4_VOW-WIZ-6,DRY-5_FLY-5_FUN-5_OIL-5_REF-5_PLY-6_FAN-6_GIN-6_NAN-6_ZZZ-6_TAX-4_WIZ-4,0,inner,left
MOO,31.52915659,-135.876097,28.76128663,MOO-10,DAD_EAR_EGG_GEL_PIG_JAM,DAD-MOO_EAR-MOO_EGG-MOO_GEL-MOO_MOO-PIG_JAM-MOO,DAD-MOO-10_EAR-MOO-10_EGG-MOO-10_GEL-MOO-10_MOO-PIG-10_JAM-MOO-13,DAD-10_EAR-10_EGG-10_GEL-10_PIG-10_JAM-13,0,outer,right
MOM,-84.88109141,89.53200898,-64.08417237,MOM-3,AGO_AIM_EGO_GUT_GYM_LID_MIX_OAR_TAX_WAX,AGO-MOM_AIM-MOM_EGO-MOM_GUT-MOM_GYM-MOM_LID-MOM_MIX-MOM_MOM-OAR_MOM-TAX_MOM-WAX,AGO-MOM-3_AIM-MOM-3_EGO-MOM-3_GUT-MOM-3_GYM-MOM-3_LID-MOM-3_MIX-MOM-3_MOM-OAR-3_MOM-TAX-3_MOM-WAX-3,AGO-3_AIM-3_EGO-3_GUT-3_GYM-3_LID-3_MIX-3_OAR-3_TAX-3_WAX-3,0,inner,left
INK,-53.10752641,133.549724,-22.66342337,INK-3,ALA_GUT_MAY_RUM_OIL_SHY,ALA-INK_GUT-INK_INK-MAY_INK-RUM_INK-OIL_INK-SHY,ALA-INK-3_GUT-INK-3_INK-MAY-3_INK-RUM-3_INK-OIL-3_INK-SHY-3,ALA-3_GUT-3_MAY-3_RUM-3_OIL-3_SHY-5,0,outer,left
IVY,93.61091659,11.58407098,-12.75042237,IVY-7_IVY-2,DUI_ETA_FOX_TUX_SUN_SKY_TAG_ACE_EYE_FIX_GAS_LUG,DUI-IVY_ETA-IVY_FOX-IVY_IVY-TUX_IVY-SUN_IVY-SKY_IVY-TAG_ACE-IVY_EYE-IVY_FIX-IVY_GAS-IVY_IVY-LUG,DUI-IVY-2_ETA-IVY-2_FOX-IVY-2_IVY-TUX-2_IVY-SKY-2_IVY-TAG-2_IVY-SUN-7_ACE-IVY-7_EYE-IVY-7_FIX-IVY-7_GAS-IVY-11_IVY-LUG-7,DUI-2_ETA-2_FOX-2_TUX-2_SKY-2_TAG-2_SUN-7_ACE-7_EYE-7_FIX-7_GAS-11_LUG-8,0,inner,right
NOR,-75.85383241,-91.25010502,5.971789628,NOR-12_NOR-9,COY_ELK_KEY_KIT_WIG_WOW_ART_BUG_FIG_GOO,COY-NOR_ELK-NOR_KEY-NOR_KIT-NOR_NOR-WIG_NOR-WOW_ART-NOR_BUG-NOR_FIG-NOR_GOO-NOR,COY-NOR-12_KEY-NOR-12_ART-NOR-12_BUG-NOR-12_FIG-NOR-12_GOO-NOR-12_ELK-NOR-9_KIT-NOR-9_NOR-WIG-9_NOR-WOW-9,COY-12_KEY-12_ART-12_BUG-12_FIG-12_GOO-12_ELK-9_KIT-9_WIG-9_WOW-9,0,inner,left
COP,-39.98823741,-109.145583,-42.28678237,COP-10_COP-9,WOW_USE_TAT_ELK_NEW_GET,COP-WOW_COP-USE_COP-TAT_COP-ELK_COP-NEW_COP-GET,COP-WOW-10_COP-NEW-10_COP-GET-10_COP-USE-9_COP-TAT-9_COP-ELK-9,WOW-10_NEW-10_GET-10_USE-9_TAT-9_ELK-9,1,inner,left
COW,60.75696259,-56.31003402,27.76317763,COW-11,AIR_KEG_WAS_ODD_LIE_LUG_FIX_EAR_GIG_TAR_ZOO_FAX,AIR-COW_COW-KEG_COW-WAS_COW-ODD_COW-LIE_COW-LUG_COW-FIX_COW-EAR_COW-GIG_COW-TAR_COW-ZOO_COW-FAX,AIR-COW-11_COW-KEG-11_COW-WAS-11_COW-ODD-11_COW-LIE-11_COW-LUG-11_COW-FIX-11_COW-EAR-11_COW-GIG-11_COW-TAR-11_COW-ZOO-11_COW-FAX-11,AIR-11_KEG-11_WAS-11_ODD-11_LIE-11_LUG-11_FIX-11_EAR-11_GIG-11_TAR-11_ZOO-11_FAX-11,0,inner,right
COY,-80.29390641,-50.00527902,1.984625628,COY-12_COY-9,AGE_BED_CHI_NOR_ELK_KIT_ART_BUG_LAX_MAD,AGE-COY_BED-COY_CHI-COY_COY-NOR_COY-ELK_COY-KIT_ART-COY_BUG-COY_COY-LAX_COY-MAD,BED-COY-12_COY-NOR-12_ART-COY-12_BUG-COY-12_COY-LAX-12_COY-MAD-12_AGE-COY-9_CHI-COY-9_COY-ELK-9_COY-KIT-9,BED-12_NOR-12_ART-12_BUG-12_LAX-12_MAD-12_AGE-9_CHI-9_ELK-9_KIT-9,0,inner,left
SUN,104.1034676,36.32947298,1.262630628,SUN-7_SUN-2,DUI_HIT_IVY_SKY_ACE_EYE,DUI-SUN_HIT-SUN_IVY-SUN_SKY-SUN_ACE-SUN_EYE-SUN,DUI-SUN-2_SKY-SUN-2_HIT-SUN-7_IVY-SUN-7_ACE-SUN-7_EYE-SUN-7,DUI-2_SKY-2_HIT-7_IVY-7_ACE-7_EYE-7,0,outer,right
DOG,-110.6943414,-17.02691602,-35.28390337,DOG-4_DOG-9,BAR_BED_CUP_PAW_AGE_CHI,BAR-DOG_BED-DOG_CUP-DOG_DOG-PAW_AGE-DOG_CHI-DOG,BAR-DOG-4_BED-DOG-4_CUP-DOG-4_DOG-PAW-4_AGE-DOG-9_CHI-DOG-9,BAR-4_BED-4_CUP-4_PAW-4_AGE-9_CHI-9,0,outer,left
ETA,97.82119359,-10.49737002,-50.66639537,ETA-8_ETA-2,BAH_BOY_CIS_TUX_IVY_FOX_TAG_BAM_LUG_PAY_JAR_WIN,BAH-ETA_BOY-ETA_CIS-ETA_ETA-TUX_ETA-IVY_ETA-FOX_ETA-TAG_BAM-ETA_ETA-LUG_ETA-PAY_ETA-JAR_ETA-WIN,BAH-ETA-2_BOY-ETA-2_CIS-ETA-2_ETA-TUX-2_ETA-IVY-2_ETA-FOX-2_ETA-TAG-2_BAM-ETA-8_ETA-LUG-8_ETA-PAY-8_ETA-JAR-8_ETA-WIN-8,BAH-2_BOY-2_CIS-2_TUX-2_IVY-2_FOX-2_TAG-2_BAM-8_LUG-8_PAY-8_JAR-8_WIN-8,0,inner,right
ACT,-51.10642441,-19.28789502,48.41176363,ACT-6_ACT-12,TRY_DUH_NAN_TAU_SOY_HAM_LAX_BUG_ASH_LAM,ACT-TRY_ACT-DUH_ACT-NAN_ACT-TAU_ACT-SOY_ACT-HAM_ACT-LAX_ACT-BUG_ACT-ASH_ACT-LAM,ACT-BUG-12_ACT-ASH-12_ACT-LAM-12_ACT-TRY-6_ACT-DUH-6_ACT-NAN-6_ACT-TAU-6_ACT-SOY-6_ACT-HAM-6_ACT-LAX-6,BUG-12_ASH-12_LAM-12_TRY-6_DUH-6_NAN-6_TAU-6_SOY-6_HAM-6_LAX-6,0,inner,left
NEW,-41.25973241,-135.328682,-42.06623437,NEW-10,COP_GET_HIP_WOW_USE,COP-NEW_GET-NEW_HIP-NEW_NEW-WOW_NEW-USE,COP-NEW-10_GET-NEW-10_HIP-NEW-10_NEW-WOW-10_NEW-USE-10,COP-10_GET-10_HIP-10_WOW-10_USE-9,1,outer,left
PIG,5.820940594,-117.48782,33.97493563,PIG-10_PIG-13,ALL_DAD_EAR_EGG_GOO_MOO_RUG_HOT_JAM_LIE_ZAP_PRO,ALL-PIG_DAD-PIG_EAR-PIG_EGG-PIG_GOO-PIG_MOO-PIG_PIG-RUG_HOT-PIG_JAM-PIG_LIE-PIG_PIG-ZAP_PIG-PRO,ALL-PIG-10_DAD-PIG-10_EAR-PIG-10_EGG-PIG-10_MOO-PIG-10_PIG-RUG-10_GOO-PIG-13_HOT-PIG-13_JAM-PIG-13_LIE-PIG-13_PIG-ZAP-13_PIG-PRO-13,ALL-10_DAD-10_EAR-10_EGG-10_MOO-10_RUG-10_GOO-13_HOT-13_JAM-13_LIE-13_ZAP-13_PRO-13,0,inner,mid
REF,-28.63881841,97.75430098,25.92900463,REF-5,ADO_BOA_DRY_FUN_HOW_NAY_OIL_PLY_RUM_VOW_SHY,ADO-REF_BOA-REF_DRY-REF_FUN-REF_HOW-REF_NAY-REF_OIL-REF_PLY-REF_REF-RUM_REF-VOW_REF-SHY,ADO-REF-5_BOA-REF-5_DRY-REF-5_FUN-REF-5_HOW-REF-5_NAY-REF-5_OIL-REF-5_PLY-REF-5_REF-RUM-5_REF-VOW-5_REF-SHY-5,ADO-5_BOA-5_DRY-5_FUN-5_HOW-5_NAY-5_OIL-5_PLY-5_RUM-5_VOW-5_SHY-5,0,inner,left
