Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground
OIL-3,OIL,5,-57.16906441,104.268151,-4.853784372,AGO_ALA_GUT_RUM,AGO-OIL_ALA-OIL_GUT-OIL_OIL-RUM,AGO-OIL-3_ALA-OIL-3_GUT-OIL-3_OIL-RUM-3_OIL-RUM-5,AGO-3_ALA-3_GUT-3_RUM-3_RUM-5,0
MAC-11,MAC,7,68.15962259,-3.122933017,49.85057663,AIR_POP_YES,AIR-MAC_MAC-POP_MAC-YES,AIR-MAC-11_MAC-POP-7_MAC-YES-7,AIR-11_POP-7_YES-7,0
BED-12,BED,9,-94.74560041,-9.822877017,-9.187424372,ICE_DOG_SAY_CHI_DAY,BED-ICE_BED-DOG_BED-SAY_BED-CHI_BED-DAY,BED-ICE-4_BED-DOG-4_BED-SAY-4_BED-DAY-4_BED-DOG-9_BED-CHI-9,ICE-4_DOG-4_SAY-4_DAY-4_DOG-9_CHI-9,0
COY-9,COY,9,-80.74662941,-50.26531802,-1.981156372,ART_CHI_ELK_MAD,ART-COY_CHI-COY_COY-ELK_COY-MAD,ART-COY-12_COY-MAD-12_CHI-COY-9_COY-ELK-9,ART-12_MAD-12_CHI-9_ELK-9,0
NAY-5,NAY,5,-14.06673741,88.98864298,50.76425863,BOA_FUN_JOB,BOA-NAY_FUN-NAY_JOB-NAY,BOA-NAY-5_FUN-NAY-5_JOB-NAY-5,BOA-5_FUN-5_JOB-5,0
YAK-13,YAK,12,-44.92779141,-95.14453702,49.47698363,FIG_PRO_ZAP,FIG-YAK_PRO-YAK_YAK-ZAP,PRO-YAK-13_YAK-ZAP-13_FIG-YAK-12,PRO-13_ZAP-13_FIG-12,0
YAK-12,YAK,12,-47.02312041,-91.34388602,49.32608163,FIG_PRO_ZAP,FIG-YAK_PRO-YAK_YAK-ZAP,PRO-YAK-13_YAK-ZAP-13_FIG-YAK-12,PRO-13_ZAP-13_FIG-12,0
FOG-6,FOG,6,-14.02564141,-21.90110802,77.66722063,TAU_LAW_TRY_RIB_OLD,FOG-TAU_FOG-LAW_FOG-TRY_FOG-RIB_FOG-OLD,FOG-TAU-14_FOG-LAW-14_FOG-RIB-14_FOG-OLD-14_FOG-TAU-6_FOG-TRY-6_FOG-RIB-6,TAU-14_LAW-14_RIB-14_OLD-14_TAU-6_TRY-6_RIB-6,0
HOW-1,HOW,5,6.326552594,118.044822,1.885876628,BOA_REF_RUM_SHY,BOA-HOW_HOW-REF_HOW-RUM_HOW-SHY,BOA-HOW-5_HOW-REF-5_HOW-RUM-5_HOW-SHY-5,BOA-5_REF-5_RUM-5_SHY-5,0
EON-7,EON,7,62.85992059,51.31187898,48.11208163,AHI_BRO_POP_NIL_TOY,AHI-EON_BRO-EON_EON-POP_EON-NIL_EON-TOY,AHI-EON-7_BRO-EON-7_EON-POP-7_EON-NIL-7_EON-TOY-7,AHI-7_BRO-7_POP-7_NIL-7_TOY-7,0
FAN-6,FAN,6,-53.57925541,51.12708598,53.57610463,MOP_PLY_FUN_ZZZ_NAN,FAN-MOP_FAN-PLY_FAN-FUN_FAN-ZZZ_FAN-NAN,FAN-MOP-6_FAN-PLY-6_FAN-ZZZ-6_FAN-NAN-6_FAN-FUN-6,MOP-6_PLY-6_ZZZ-6_NAN-6_FUN-5,0
ZZZ-6,ZZZ,6,-79.23398341,42.81055598,41.84575163,FAN_GIN_WIZ,FAN-ZZZ_GIN-ZZZ_WIZ-ZZZ,FAN-ZZZ-6_GIN-ZZZ-6_WIZ-ZZZ-4,FAN-6_GIN-6_WIZ-4,0
DIG-2,DIG,2,99.36351259,82.04294498,-25.19441537,HIT_DUI_JOY_TUB,DIG-HIT_DIG-DUI_DIG-JOY_DIG-TUB,DIG-HIT-2_DIG-DUI-2_DIG-TUB-2_DIG-JOY-2,HIT-2_DUI-2_TUB-2_JOY-1,0
LEG-1,LEG,1,53.69602259,137.684574,-68.68453837,OVA_SPY_WHO_RAW_NIX,LEG-OVA_LEG-SPY_LEG-WHO_LEG-RAW_LEG-NIX,LEG-OVA-1_LEG-SPY-1_LEG-WHO-1_LEG-RAW-1_LEG-NIX-1,OVA-1_SPY-1_WHO-1_RAW-1_NIX-1,0
AMP-8,AMP,8,53.95782659,-110.233246,-46.81392637,ROB_YAY_SAW_CAB,AMP-ROB_AMP-YAY_AMP-SAW_AMP-CAB,AMP-ROB-10_AMP-CAB-10_AMP-YAY-8_AMP-SAW-8,ROB-10_CAB-10_YAY-8_SAW-8,1
USE-9,USE,9,-66.40635841,-98.69556402,-51.81747737,COP_ELK_NEW_ONO_WIG,COP-USE_ELK-USE_NEW-USE_ONO-USE_USE-WIG,COP-USE-9_ELK-USE-9_ONO-USE-9_USE-WIG-9_NEW-USE-10,COP-9_ELK-9_ONO-9_WIG-9_NEW-10,0
EAR-10,EAR,10,46.59295959,-108.725841,23.04261663,COW_GEL_JAM_ZOO_PHI,COW-EAR_EAR-GEL_EAR-JAM_EAR-ZOO_EAR-PHI,COW-EAR-11_EAR-JAM-11_EAR-ZOO-11_EAR-PHI-11_EAR-GEL-10,COW-11_JAM-11_ZOO-11_PHI-11_GEL-10,0
DUH-6,DUH,6,-51.47386841,5.233506983,63.54871163,ACT_TRY_MOP_HAM,ACT-DUH_DUH-TRY_DUH-MOP_DUH-HAM,ACT-DUH-6_DUH-TRY-6_DUH-MOP-6_DUH-HAM-6,ACT-6_TRY-6_MOP-6_HAM-6,0
YAY-8,YAY,8,52.54010159,-78.35575402,-52.84782737,AMP_BAM_CAB_HAY_JAR,AMP-YAY_BAM-YAY_CAB-YAY_HAY-YAY_JAR-YAY,AMP-YAY-8_BAM-YAY-8_HAY-YAY-8_JAR-YAY-8_CAB-YAY-10,AMP-8_BAM-8_HAY-8_JAR-8_CAB-10,1
FOG-14,FOG,6,-11.92286041,-24.93838202,78.58385063,TAU_LAW_TRY_RIB_OLD,FOG-TAU_FOG-LAW_FOG-TRY_FOG-RIB_FOG-OLD,FOG-TAU-14_FOG-LAW-14_FOG-RIB-14_FOG-OLD-14_FOG-TAU-6_FOG-TRY-6_FOG-RIB-6,TAU-14_LAW-14_RIB-14_OLD-14_TAU-6_TRY-6_RIB-6,0
KEY-12,KEY,9,-69.18783341,-117.131377,11.78622063,FIG_GOO_WOW_NOR_WIG,FIG-KEY_GOO-KEY_KEY-WOW_KEY-NOR_KEY-WIG,FIG-KEY-12_GOO-KEY-12_KEY-NOR-12_KEY-WOW-9_KEY-NOR-9_KEY-WIG-9,FIG-12_GOO-12_NOR-12_WOW-9_NOR-9_WIG-9,0
WAX-3,WAX,3,-61.03240041,113.301845,-94.98505137,AIM_HEX_LID_MOM_SIP,AIM-WAX_HEX-WAX_LID-WAX_MOM-WAX_SIP-WAX,AIM-WAX-3_HEX-WAX-3_LID-WAX-3_MOM-WAX-3_SIP-WAX-3,AIM-3_HEX-3_LID-3_MOM-3_SIP-3,1
ERA-14,ERA,6,13.73802359,14.67203198,62.12956063,AHI_JUG_YES_NIL_LAW,AHI-ERA_ERA-JUG_ERA-YES_ERA-NIL_ERA-LAW,ERA-LAW-14_AHI-ERA-7_ERA-YES-7_ERA-NIL-7_ERA-JUG-6,LAW-14_AHI-7_YES-7_NIL-7_JUG-6,0
MAC-7,MAC,7,68.15962259,1.329739983,49.85057663,AIR_POP_YES,AIR-MAC_MAC-POP_MAC-YES,AIR-MAC-11_MAC-POP-7_MAC-YES-7,AIR-11_POP-7_YES-7,0
NOR-12,NOR,9,-75.85383241,-91.25010502,5.971789628,ART_BUG_FIG_KEY_KIT,ART-NOR_BUG-NOR_FIG-NOR_KEY-NOR_KIT-NOR,ART-NOR-12_BUG-NOR-12_FIG-NOR-12_KEY-NOR-12_KEY-NOR-9_KIT-NOR-9,ART-12_BUG-12_FIG-12_KEY-12_KEY-9_KIT-9,0
NIX-1,NIX,1,19.61778759,146.65104,-71.21173037,LEG_SPY_OVA_WHO_PIE,LEG-NIX_NIX-SPY_NIX-OVA_NIX-WHO_NIX-PIE,LEG-NIX-1_NIX-SPY-1_NIX-OVA-1_NIX-WHO-1_NIX-PIE-1,LEG-1_SPY-1_OVA-1_WHO-1_PIE-1,1
RIB-6,RIB,6,-1.325779406,0.831416983,77.87267963,FOG_IRE_LAW,FOG-RIB_IRE-RIB_LAW-RIB,FOG-RIB-14_IRE-RIB-14_LAW-RIB-14_FOG-RIB-6,FOG-14_IRE-14_LAW-14_FOG-6,0
BIO-1,BIO,1,66.46786359,118.555503,-9.524659372,ARM_JOY_NOM_RAD,ARM-BIO_BIO-JOY_BIO-NOM_BIO-RAD,ARM-BIO-1_BIO-JOY-1_BIO-NOM-1_BIO-RAD-1,ARM-1_JOY-1_NOM-1_RAD-1,0
HUG-4,HUG,4,-93.46122141,17.77017398,-89.94626137,BOX_FLU_GYM_VAN_SIR_LID,BOX-HUG_FLU-HUG_GYM-HUG_HUG-VAN_HUG-SIR_HUG-LID,BOX-HUG-4_FLU-HUG-4_GYM-HUG-4_HUG-VAN-4_HUG-SIR-4_HUG-LID-4,BOX-4_FLU-4_GYM-4_VAN-4_SIR-9_LID-3,1
LAB-13,LAB,12,-37.12603241,-72.32935502,62.35637563,LAM_TAU_OLD,LAB-LAM_LAB-TAU_LAB-OLD,LAB-TAU-13_LAB-OLD-13_LAB-LAM-12,TAU-13_OLD-13_LAM-12,0
LAB-12,LAB,12,-39.22136141,-68.52870402,62.20547263,LAM_TAU_OLD,LAB-LAM_LAB-TAU_LAB-OLD,LAB-TAU-13_LAB-OLD-13_LAB-LAM-12,TAU-13_OLD-13_LAM-12,0
EYE-7,EYE,7,97.34155959,14.98342398,16.20123563,GAS_SUN_POP,EYE-GAS_EYE-SUN_EYE-POP,EYE-SUN-7_EYE-POP-7_EYE-GAS-7,SUN-7_POP-7_GAS-11,0
OLD-13,OLD,14,1.174937594,-65.18592102,70.88896363,EVE_FOG_HOT_LAB,EVE-OLD_FOG-OLD_HOT-OLD_LAB-OLD,HOT-OLD-13_LAB-OLD-13_EVE-OLD-14_FOG-OLD-14,HOT-13_LAB-13_EVE-14_FOG-14,0
GET-10,GET,10,-11.22186041,-141.007733,-35.38363137,CAB_COP_FOR_OAK_WOW_NEW,CAB-GET_COP-GET_FOR-GET_GET-OAK_GET-WOW_GET-NEW,CAB-GET-10_COP-GET-10_FOR-GET-10_GET-OAK-10_GET-WOW-10_GET-NEW-10,CAB-10_COP-10_FOR-10_OAK-10_WOW-10_NEW-10,1
OAK-10,OAK,10,18.45301759,-148.691116,-31.06690737,CAB_DAD_FOR_GET_ROB,CAB-OAK_DAD-OAK_FOR-OAK_GET-OAK_OAK-ROB,CAB-OAK-10_DAD-OAK-10_FOR-OAK-10_GET-OAK-10_OAK-ROB-10,CAB-10_DAD-10_FOR-10_GET-10_ROB-10,1
FAX-11,FAX,11,52.93065359,-53.90876502,53.84225463,AIR_COW_EVE_LIE_GIG,AIR-FAX_COW-FAX_EVE-FAX_FAX-LIE_FAX-GIG,AIR-FAX-11_COW-FAX-11_FAX-LIE-11_FAX-GIG-11_EVE-FAX-14,AIR-11_COW-11_LIE-11_GIG-11_EVE-14,0
MIX-3,MIX,3,-82.31358541,116.370628,-59.92703137,AGO_ALA_HEX,AGO-MIX_ALA-MIX_HEX-MIX,AGO-MIX-3_ALA-MIX-3_HEX-MIX-3,AGO-3_ALA-3_HEX-3,0
SEX-10,SEX,8,60.83833759,-123.218531,-17.84211037,CAB_GEL_ROB_TAR,CAB-SEX_GEL-SEX_ROB-SEX_SEX-TAR,CAB-SEX-10_GEL-SEX-10_ROB-SEX-10_SEX-TAR-8,CAB-10_GEL-10_ROB-10_TAR-8,0
ETA-8,ETA,8,99.52760759,-14.70496602,-50.85733837,CIS_IVY_FOX_JAR_WIN,CIS-ETA_ETA-IVY_ETA-FOX_ETA-JAR_ETA-WIN,CIS-ETA-2_ETA-IVY-2_ETA-FOX-2_ETA-JAR-8_ETA-WIN-8,CIS-2_IVY-2_FOX-2_JAR-8_WIN-8,0
ACT-12,ACT,6,-49.11285441,-22.85043002,48.08552363,ASH_LAM_DUH_TAU_SOY,ACT-ASH_ACT-LAM_ACT-DUH_ACT-TAU_ACT-SOY,ACT-ASH-12_ACT-LAM-12_ACT-DUH-6_ACT-TAU-6_ACT-SOY-6,ASH-12_LAM-12_DUH-6_TAU-6_SOY-6,0
BRO-7,BRO,7,82.03459059,72.08309498,23.31367063,ACE_ARM_WET_EON_HIT,ACE-BRO_ARM-BRO_BRO-WET_BRO-EON_BRO-HIT,ACE-BRO-7_BRO-WET-7_BRO-EON-7_BRO-HIT-7_ARM-BRO-1,ACE-7_WET-7_EON-7_HIT-7_ARM-1,0
ROB-10,ROB,10,41.82992959,-142.516761,-24.93582837,AMP_CAB_GEL_OAK_SEX,AMP-ROB_CAB-ROB_GEL-ROB_OAK-ROB_ROB-SEX,AMP-ROB-10_CAB-ROB-10_GEL-ROB-10_OAK-ROB-10_ROB-SEX-10,AMP-10_CAB-10_GEL-10_OAK-10_SEX-10,0
RIB-14,RIB,6,0.777001594,-2.205857017,78.78930963,FOG_IRE_LAW,FOG-RIB_IRE-RIB_LAW-RIB,FOG-RIB-14_IRE-RIB-14_LAW-RIB-14_FOG-RIB-6,FOG-14_IRE-14_LAW-14_FOG-6,0
COW-11,COW,11,60.75696259,-56.31003402,27.76317763,AIR_ODD_FIX_EAR_FAX,AIR-COW_COW-ODD_COW-FIX_COW-EAR_COW-FAX,AIR-COW-11_COW-ODD-11_COW-FIX-11_COW-EAR-11_COW-FAX-11,AIR-11_ODD-11_FIX-11_EAR-11_FAX-11,0
NAN-6,NAN,6,-56.65210441,24.70875698,41.61903863,FAN_LAX_SOY_PLY,FAN-NAN_LAX-NAN_NAN-SOY_NAN-PLY,FAN-NAN-6_LAX-NAN-6_NAN-SOY-6_NAN-PLY-6,FAN-6_LAX-6_SOY-6_PLY-6,0
ELF-1,ELF,1,42.59283659,109.975758,-1.147938372,ADO_DUB_WET_GAL_WAR,ADO-ELF_DUB-ELF_ELF-WET_ELF-GAL_ELF-WAR,DUB-ELF-1_ELF-WET-1_ELF-GAL-1_ELF-WAR-1_ADO-ELF-5,DUB-1_WET-1_GAL-1_WAR-1_ADO-5,0
HEX-3,HEX,3,-57.82588741,138.550331,-73.40293337,SIP_MAY_WAX_MIX,HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,HEX-SIP-3_HEX-MAY-3_HEX-WAX-3_HEX-MIX-3,SIP-3_MAY-3_WAX-3_MIX-3,0
KEG-8,KEG,8,85.82889359,-60.24863902,7.293060628,WHY_ODD_TAR_WAS_LUG,KEG-WHY_KEG-ODD_KEG-TAR_KEG-WAS_KEG-LUG,KEG-ODD-11_KEG-TAR-11_KEG-WAS-11_KEG-LUG-11_KEG-WHY-8_KEG-TAR-8_KEG-LUG-8,ODD-11_TAR-11_WAS-11_LUG-11_WHY-8_TAR-8_LUG-8,0
DAY-4,DAY,4,-94.73552341,29.94447198,-26.25327037,BED_TAX_PAW_ZIG_GYM,BED-DAY_DAY-TAX_DAY-PAW_DAY-ZIG_DAY-GYM,BED-DAY-4_DAY-TAX-4_DAY-PAW-4_DAY-ZIG-4_DAY-GYM-4,BED-4_TAX-4_PAW-4_ZIG-4_GYM-4,0
CAB-10,CAB,10,25.94835359,-122.829441,-37.65312837,AMP_ROB_DAD_YAY_OAK_GET_SEX,AMP-CAB_CAB-ROB_CAB-DAD_CAB-YAY_CAB-OAK_CAB-GET_CAB-SEX,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8,1
RUM-3,RUM,5,-21.85544841,135.503937,-29.20266437,HOW_INK_OIL_PIE_REF_SIP,HOW-RUM_INK-RUM_OIL-RUM_PIE-RUM_REF-RUM_RUM-SIP,INK-RUM-3_OIL-RUM-3_RUM-SIP-3_HOW-RUM-5_OIL-RUM-5_REF-RUM-5_PIE-RUM-1,INK-3_OIL-3_SIP-3_HOW-5_OIL-5_REF-5_PIE-1,1
FIG-12,FIG,12,-68.95094441,-94.26845802,33.62420063,ART_BUG_KEY_NOR_YAK,ART-FIG_BUG-FIG_FIG-KEY_FIG-NOR_FIG-YAK,ART-FIG-12_BUG-FIG-12_FIG-KEY-12_FIG-NOR-12_FIG-YAK-12,ART-12_BUG-12_KEY-12_NOR-12_YAK-12,0
GAL-1,GAL,1,24.98754559,133.745892,-1.576939372,ELF_WAR_RAD,ELF-GAL_GAL-WAR_GAL-RAD,ELF-GAL-1_GAL-WAR-1_GAL-RAD-1,ELF-1_WAR-1_RAD-1,0
GOO-13,GOO,12,-41.85655141,-112.918897,27.08052363,ZAP_RUG_KEY_PIG_WOW,GOO-ZAP_GOO-RUG_GOO-KEY_GOO-PIG_GOO-WOW,GOO-RUG-10_GOO-PIG-10_GOO-WOW-10_GOO-ZAP-13_GOO-PIG-13_GOO-KEY-12,RUG-10_PIG-10_WOW-10_ZAP-13_PIG-13_KEY-12,0
GOO-12,GOO,12,-43.95188141,-109.118245,26.92962063,ZAP_RUG_KEY_PIG_WOW,GOO-ZAP_GOO-RUG_GOO-KEY_GOO-PIG_GOO-WOW,GOO-RUG-10_GOO-PIG-10_GOO-WOW-10_GOO-ZAP-13_GOO-PIG-13_GOO-KEY-12,RUG-10_PIG-10_WOW-10_ZAP-13_PIG-13_KEY-12,0
GOO-10,GOO,12,-41.43612741,-116.655241,25.71561463,ZAP_RUG_KEY_PIG_WOW,GOO-ZAP_GOO-RUG_GOO-KEY_GOO-PIG_GOO-WOW,GOO-RUG-10_GOO-PIG-10_GOO-WOW-10_GOO-ZAP-13_GOO-PIG-13_GOO-KEY-12,RUG-10_PIG-10_WOW-10_ZAP-13_PIG-13_KEY-12,0
ZOO-11,ZOO,11,53.59552959,-79.92789602,45.84201263,EAR_JAM_LIE_WAS,EAR-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO,EAR-ZOO-11_JAM-ZOO-11_LIE-ZOO-11_WAS-ZOO-11,EAR-11_JAM-11_LIE-11_WAS-11,0
AIM-3,AIM,3,-85.39764441,95.01491398,-91.98091537,MOM_LID_EGO_WAX,AIM-MOM_AIM-LID_AIM-EGO_AIM-WAX,AIM-MOM-3_AIM-LID-3_AIM-EGO-3_AIM-WAX-3,MOM-3_LID-3_EGO-3_WAX-3,1
CIS-2,CIS,2,85.32510359,11.66894898,-82.83059537,BAH_BAM_ETA_TAG_OFF,BAH-CIS_BAM-CIS_CIS-ETA_CIS-TAG_CIS-OFF,BAH-CIS-2_CIS-ETA-2_CIS-TAG-2_CIS-OFF-2_BAM-CIS-8,BAH-2_ETA-2_TAG-2_OFF-2_BAM-8,1
MOP-6,MOP,6,-41.14815841,32.03279498,63.86493863,DUH_FAN_JUG_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_PLY-6,0
EAR-11,EAR,10,47.71669559,-101.306211,24.42671963,COW_GEL_JAM_ZOO_PHI,COW-EAR_EAR-GEL_EAR-JAM_EAR-ZOO_EAR-PHI,COW-EAR-11_EAR-JAM-11_EAR-ZOO-11_EAR-PHI-11_EAR-GEL-10,COW-11_JAM-11_ZOO-11_PHI-11_GEL-10,0
IRE-14,IRE,7,36.45626059,-3.166204017,68.58317463,AHI_EVE_GIG_YES_RIB,AHI-IRE_EVE-IRE_GIG-IRE_IRE-YES_IRE-RIB,EVE-IRE-14_GIG-IRE-14_IRE-RIB-14_AHI-IRE-7_IRE-YES-7,EVE-14_GIG-14_RIB-14_AHI-7_YES-7,0
SAW-8,SAW,8,77.17590359,-85.93446502,-36.31063437,AMP_HAY_JAR_TAR_WHY,AMP-SAW_HAY-SAW_JAR-SAW_SAW-TAR_SAW-WHY,AMP-SAW-8_HAY-SAW-8_JAR-SAW-8_SAW-TAR-8_SAW-WHY-8,AMP-8_HAY-8_JAR-8_TAR-8_WHY-8,0
WAR-1,WAR,5,24.28645659,118.646189,20.21671563,ADO_DUB_ELF_GAL,ADO-WAR_DUB-WAR_ELF-WAR_GAL-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_ADO-WAR-5_DUB-WAR-5,DUB-1_ELF-1_GAL-1_ADO-5_DUB-5,0
CUP-4,CUP,4,-102.1497724,1.689936983,-56.48926237,AGE_DOG_FLU_PAW,AGE-CUP_CUP-DOG_CUP-FLU_CUP-PAW,CUP-DOG-4_CUP-FLU-4_CUP-PAW-4_AGE-CUP-9,DOG-4_FLU-4_PAW-4_AGE-9,0
WAR-5,WAR,5,22.01100359,117.232289,23.27937763,ADO_DUB_ELF_GAL,ADO-WAR_DUB-WAR_ELF-WAR_GAL-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_ADO-WAR-5_DUB-WAR-5,DUB-1_ELF-1_GAL-1_ADO-5_DUB-5,0
