Pixel_i,Module,Node1,Node2,X,Y,Z
9828,14,EVE,LIE,422.97917042215073,-54.57476347291339,139.3292458483319
9829,14,EVE,LIE,422.792643606407,-55.10644845095145,138.99297917534574
9830,14,EVE,LIE,422.6061167906633,-55.638133428989505,138.65671250235957
9831,14,EVE,LIE,422.4195899749196,-56.16981840702756,138.3204458293734
9832,14,EVE,LIE,422.23306315917586,-56.70150338506562,137.98417915638723
9833,14,EVE,LIE,422.04653634343214,-57.23318836310368,137.64791248340106
9834,14,EVE,LIE,421.8600095276884,-57.76487334114174,137.3116458104149
9835,14,EVE,LIE,421.6734827119447,-58.296558319179795,136.97537913742872
9836,14,EVE,LIE,421.486955896201,-58.82824329721785,136.63911246444255
9837,14,EVE,LIE,421.30042908045726,-59.35992827525591,136.30284579145638
9838,14,EVE,LIE,421.11390226471354,-59.89161325329397,135.9665791184702
9839,14,EVE,LIE,420.9273754489698,-60.423298231332026,135.63031244548404
9840,14,EVE,LIE,420.7408486332261,-60.954983209370084,135.29404577249787
9841,14,EVE,LIE,420.5543218174824,-61.48666818740814,134.9577790995117
9842,14,EVE,LIE,420.36779500173867,-62.0183531654462,134.62151242652553
9843,14,EVE,LIE,420.18126818599495,-62.55003814348426,134.28524575353936
9844,14,EVE,LIE,419.99474137025123,-63.081723121522316,133.9489790805532
9845,14,EVE,LIE,419.8082145545075,-63.613408099560374,133.61271240756702
9846,14,EVE,LIE,419.6216877387638,-64.14509307759843,133.27644573458085
9847,14,EVE,LIE,419.4351609230201,-64.67677805563649,132.94017906159468
9848,14,EVE,LIE,419.24863410727636,-65.20846303367455,132.6039123886085
9849,14,EVE,LIE,419.06210729153264,-65.7401480117126,132.26764571562234
9850,14,EVE,LIE,418.8755804757889,-66.27183298975066,131.93137904263617
9851,14,EVE,LIE,418.6890536600452,-66.80351796778872,131.59511236965
9852,14,EVE,LIE,418.5025268443015,-67.33520294582678,131.25884569666383
9853,14,EVE,LIE,418.31600002855777,-67.86688792386484,130.92257902367766
9854,14,EVE,LIE,418.12947321281405,-68.3985729019029,130.5863123506915
9855,14,EVE,LIE,417.94294639707033,-68.93025787994095,130.25004567770532
9856,14,EVE,LIE,417.7564195813266,-69.46194285797901,129.91377900471915
9857,14,FOG,TAU,384.40861676272345,-25.952918341586603,156.00299837460017
9858,14,FOG,TAU,384.1954755254469,-26.434610683173204,155.61171874920032
9859,14,FOG,TAU,383.98233428817036,-26.916303024759806,155.22043912380047
9860,14,FOG,TAU,383.7691930508938,-27.397995366346407,154.82915949840063
9861,14,FOG,TAU,383.5560518136173,-27.87968770793301,154.43787987300078
9862,14,FOG,TAU,383.3429105763407,-28.36138004951961,154.04660024760094
9863,14,FOG,TAU,383.1297693390642,-28.84307239110621,153.6553206222011
9864,14,FOG,TAU,382.91662810178764,-29.324764732692813,153.26404099680124
9865,14,FOG,TAU,382.7034868645111,-29.806457074279415,152.8727613714014
9866,14,FOG,TAU,382.49034562723455,-30.288149415866016,152.48148174600155
9867,14,FOG,TAU,382.277204389958,-30.769841757452618,152.0902021206017
9868,14,FOG,TAU,382.06406315268146,-31.25153409903922,151.69892249520186
9869,14,FOG,TAU,381.8509219154049,-31.73322644062582,151.307642869802
9870,14,FOG,TAU,381.63778067812837,-32.21491878221242,150.91636324440216
9871,14,FOG,TAU,381.4246394408518,-32.69661112379902,150.52508361900232
9872,14,FOG,TAU,381.2114982035753,-33.178303465385625,150.13380399360247
9873,14,FOG,TAU,380.99835696629873,-33.659995806972226,149.74252436820262
9874,14,FOG,TAU,380.7852157290222,-34.14168814855883,149.35124474280278
9875,14,FOG,TAU,380.57207449174564,-34.62338049014543,148.95996511740293
9876,14,FOG,TAU,380.3589332544691,-35.10507283173203,148.56868549200308
9877,14,FOG,TAU,380.14579201719255,-35.58676517331863,148.17740586660324
9878,14,FOG,TAU,379.932650779916,-36.06845751490523,147.7861262412034
9879,14,FOG,TAU,379.71950954263946,-36.550149856491835,147.39484661580354
9880,14,FOG,TAU,379.5063683053629,-37.03184219807844,147.0035669904037
9881,14,FOG,TAU,379.29322706808637,-37.51353453966504,146.61228736500385
9882,14,FOG,TAU,379.0800858308098,-37.99522688125164,146.221007739604
9883,14,FOG,TAU,378.8669445935333,-38.47691922283824,145.82972811420416
9884,14,FOG,TAU,378.65380335625673,-38.95861156442484,145.4384484888043
9885,14,FOG,TAU,378.4406621189802,-39.440303906011444,145.04716886340447
9886,14,FOG,TAU,378.22752088170364,-39.921996247598045,144.65588923800462
9887,14,FOG,TAU,378.0143796444271,-40.40368858918465,144.26460961260477
9888,14,FOG,TAU,377.80123840715055,-40.88538093077125,143.87332998720493
9889,14,FOG,TAU,377.588097169874,-41.36707327235785,143.48205036180508
9890,14,FOG,TAU,377.37495593259746,-41.84876561394445,143.09077073640523
9891,14,FOG,TAU,377.1618146953209,-42.33045795553105,142.6994911110054
9892,14,FOG,TAU,376.94867345804437,-42.812150297117654,142.30821148560554
9893,14,FOG,TAU,376.7355322207678,-43.293842638704255,141.9169318602057
9894,14,FOG,TAU,376.5223909834913,-43.77553498029086,141.52565223480585
9895,14,FOG,TAU,376.30924974621473,-44.25722732187746,141.134372609406
9896,14,FOG,TAU,376.0961085089382,-44.73891966346406,140.74309298400615
9897,14,FOG,TAU,375.88296727166164,-45.22061200505066,140.3518133586063
9898,14,FOG,TAU,375.6698260343851,-45.70230434663726,139.96053373320646
9899,14,FOG,TAU,375.45668479710855,-46.183996688223864,139.56925410780661
9900,14,FOG,TAU,375.243543559832,-46.665689029810466,139.17797448240677
9901,14,FOG,LAW,385.1877064608469,-25.520296648766013,156.06587146029858
9902,14,FOG,LAW,385.75365492169385,-25.569367297532025,155.73746492059715
9903,14,FOG,LAW,386.3196033825408,-25.618437946298037,155.40905838089571
9904,14,FOG,LAW,386.8855518433877,-25.66750859506405,155.08065184119428
9905,14,FOG,LAW,387.4515003042346,-25.71657924383006,154.75224530149285
9906,14,FOG,LAW,388.01744876508155,-25.765649892596073,154.42383876179142
9907,14,FOG,LAW,388.5833972259285,-25.814720541362085,154.09543222208998
9908,14,FOG,LAW,389.1493456867754,-25.863791190128097,153.76702568238855
9909,14,FOG,LAW,389.71529414762233,-25.91286183889411,153.43861914268712
9910,14,FOG,LAW,390.28124260846926,-25.96193248766012,153.11021260298568
9911,14,FOG,LAW,390.8471910693162,-26.011003136426133,152.78180606328425
9912,14,FOG,LAW,391.4131395301631,-26.060073785192145,152.45339952358282
9913,14,FOG,LAW,391.97908799101003,-26.109144433958157,152.12499298388138
9914,14,FOG,LAW,392.54503645185696,-26.15821508272417,151.79658644417995
9915,14,FOG,LAW,393.1109849127039,-26.20728573149018,151.46817990447852
9916,14,FOG,LAW,393.6769333735508,-26.256356380256193,151.13977336477708
9917,14,FOG,LAW,394.24288183439774,-26.305427029022205,150.81136682507565
9918,14,FOG,LAW,394.80883029524466,-26.354497677788217,150.48296028537422
9919,14,FOG,LAW,395.3747787560916,-26.40356832655423,150.15455374567279
9920,14,FOG,LAW,395.9407272169385,-26.45263897532024,149.82614720597135
9921,14,FOG,LAW,396.50667567778544,-26.501709624086253,149.49774066626992
9922,14,FOG,LAW,397.07262413863236,-26.550780272852265,149.1693341265685
9923,14,FOG,LAW,397.6385725994793,-26.599850921618277,148.84092758686705
9924,14,FOG,LAW,398.2045210603262,-26.64892157038429,148.51252104716562
9925,14,FOG,LAW,398.77046952117314,-26.6979922191503,148.1841145074642
9926,14,FOG,LAW,399.33641798202007,-26.747062867916313,147.85570796776275
9927,14,FOG,LAW,399.902366442867,-26.796133516682325,147.52730142806132
9928,14,FOG,LAW,400.4683149037139,-26.845204165448337,147.1988948883599
9929,14,FOG,LAW,401.03426336456084,-26.89427481421435,146.87048834865845
9930,14,FOG,LAW,401.60021182540777,-26.94334546298036,146.54208180895702
9931,14,FOG,LAW,402.1661602862547,-26.992416111746373,146.2136752692556
9932,14,FOG,LAW,402.7321087471016,-27.041486760512385,145.88526872955416
9933,14,FOG,LAW,403.29805720794855,-27.090557409278397,145.55686218985272
9934,14,FOG,LAW,403.86400566879547,-27.13962805804441,145.2284556501513
9935,14,FOG,LAW,404.4299541296424,-27.18869870681042,144.90004911044986
9936,14,FOG,LAW,404.9959025904893,-27.237769355576432,144.57164257074842
9937,14,FOG,LAW,405.56185105133625,-27.286840004342444,144.243236031047
9938,14,FOG,LAW,406.1277995121832,-27.335910653108456,143.91482949134556
9939,14,FOG,LAW,406.6937479730301,-27.38498130187447,143.58642295164412
9940,14,FOG,LAW,407.259696433877,-27.43405195064048,143.2580164119427
9941,14,FOG,RIB,384.9417715215714,-24.8984075410703,156.39945519469146
9942,14,FOG,RIB,385.2617850431428,-24.325589082140596,156.4046323893829
9943,14,FOG,RIB,385.58179856471423,-23.752770623210893,156.40980958407434
9944,14,FOG,RIB,385.90181208628564,-23.17995216428119,156.41498677876578
9945,14,FOG,RIB,386.22182560785706,-22.607133705351487,156.42016397345722
9946,14,FOG,RIB,386.54183912942847,-22.034315246421784,156.42534116814866
9947,14,FOG,RIB,386.8618526509999,-21.46149678749208,156.4305183628401
9948,14,FOG,RIB,387.1818661725713,-20.888678328562378,156.43569555753155
9949,14,FOG,RIB,387.5018796941427,-20.315859869632675,156.440872752223
9950,14,FOG,RIB,387.8218932157141,-19.743041410702972,156.44604994691443
9951,14,FOG,RIB,388.1419067372855,-19.17022295177327,156.45122714160587
9952,14,FOG,RIB,388.46192025885694,-18.597404492843566,156.4564043362973
9953,14,FOG,RIB,388.78193378042835,-18.024586033913863,156.46158153098875
9954,14,FOG,RIB,389.10194730199976,-17.45176757498416,156.4667587256802
9955,14,FOG,RIB,389.42196082357117,-16.878949116054457,156.47193592037164
9956,14,FOG,RIB,389.7419743451426,-16.306130657124754,156.47711311506308
9957,14,FOG,RIB,390.061987866714,-15.733312198195053,156.48229030975452
9958,14,FOG,RIB,390.3820013882854,-15.160493739265352,156.48746750444596
9959,14,FOG,RIB,390.7020149098568,-14.58767528033565,156.4926446991374
9960,14,FOG,RIB,391.0220284314282,-14.01485682140595,156.49782189382884
9961,14,FOG,RIB,391.34204195299964,-13.442038362476248,156.50299908852028
9962,14,FOG,RIB,391.66205547457105,-12.869219903546547,156.50817628321172
9963,14,FOG,RIB,391.98206899614246,-12.296401444616846,156.51335347790317
9964,14,FOG,RIB,392.30208251771387,-11.723582985687145,156.5185306725946
9965,14,FOG,RIB,392.6220960392853,-11.150764526757444,156.52370786728605
9966,14,FOG,RIB,392.9421095608567,-10.577946067827742,156.5288850619775
9967,14,FOG,RIB,393.2621230824281,-10.005127608898041,156.53406225666893
9968,14,FOG,RIB,393.5821366039995,-9.43230914996834,156.53923945136037
9969,14,FOG,RIB,393.9021501255709,-8.859490691038639,156.54441664605181
9970,14,FOG,RIB,394.22216364714234,-8.286672232108938,156.54959384074326
9971,14,FOG,RIB,394.54217716871375,-7.713853773179236,156.5547710354347
9972,14,FOG,RIB,394.86219069028516,-7.1410353142495335,156.55994823012614
9973,14,FOG,RIB,395.1822042118566,-6.5682168553198315,156.56512542481758
9974,14,FOG,RIB,395.502217733428,-5.995398396390129,156.57030261950902
9975,14,FOG,RIB,395.8222312549994,-5.422579937460427,156.57547981420046
9976,14,FOG,RIB,396.1422447765708,-4.849761478530725,156.5806570088919
9977,14,FOG,RIB,396.4622582981422,-4.276943019601023,156.58583420358335
9978,14,FOG,RIB,396.7822718197136,-3.7041245606713216,156.5910113982748
9979,14,FOG,RIB,397.10228534128504,-3.13130610174162,156.59618859296623
9980,14,FOG,RIB,397.42229886285645,-2.5584876428119183,156.60136578765767
9981,14,FOG,OLD,384.8127436268443,-26.088640761607795,156.28078814709815
9982,14,FOG,OLD,385.00372925368856,-26.70605552321559,156.16729829419629
9983,14,FOG,OLD,385.19471488053284,-27.323470284823383,156.05380844129442
9984,14,FOG,OLD,385.3857005073771,-27.940885046431177,155.94031858839256
9985,14,FOG,OLD,385.5766861342214,-28.55829980803897,155.8268287354907
9986,14,FOG,OLD,385.7676717610657,-29.175714569646765,155.71333888258883
9987,14,FOG,OLD,385.95865738790997,-29.79312933125456,155.59984902968696
9988,14,FOG,OLD,386.14964301475425,-30.410544092862352,155.4863591767851
9989,14,FOG,OLD,386.3406286415985,-31.027958854470146,155.37286932388324
9990,14,FOG,OLD,386.5316142684428,-31.64537361607794,155.25937947098137
9991,14,FOG,OLD,386.7225998952871,-32.26278837768573,155.1458896180795
9992,14,FOG,OLD,386.91358552213137,-32.88020313929352,155.03239976517764
9993,14,FOG,OLD,387.10457114897565,-33.49761790090131,154.91890991227578
9994,14,FOG,OLD,387.29555677581993,-34.1150326625091,154.80542005937392
9995,14,FOG,OLD,387.4865424026642,-34.73244742411689,154.69193020647205
9996,14,FOG,OLD,387.6775280295085,-35.34986218572468,154.5784403535702
9997,14,FOG,OLD,387.8685136563528,-35.96727694733247,154.46495050066832
9998,14,FOG,OLD,388.05949928319706,-36.58469170894026,154.35146064776646
9999,14,FOG,OLD,388.25048491004134,-37.20210647054805,154.2379707948646
10000,14,FOG,OLD,388.4414705368856,-37.81952123215584,154.12448094196273
10001,14,FOG,OLD,388.6324561637299,-38.43693599376363,154.01099108906087
10002,14,FOG,OLD,388.8234417905742,-39.05435075537142,153.897501236159
10003,14,FOG,OLD,389.01442741741846,-39.671765516979214,153.78401138325714
10004,14,FOG,OLD,389.20541304426274,-40.289180278587004,153.67052153035527
10005,14,FOG,OLD,389.396398671107,-40.906595040194794,153.5570316774534
10006,14,FOG,OLD,389.5873842979513,-41.524009801802585,153.44354182455155
10007,14,FOG,OLD,389.7783699247956,-42.141424563410375,153.33005197164968
10008,14,FOG,OLD,389.96935555163986,-42.758839325018165,153.21656211874782
10009,14,FOG,OLD,390.16034117848415,-43.376254086625956,153.10307226584595
